icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
84b61f,1669349013,RJBE,1669353651,RJBE,JA20PD  ,273,29,466,44,0,2
7c5b5a,1669351140,YMML,1669353168,,QLK84   ,579,48,,,1,0
7c7a5d,1669349116,YPJT,1669351439,YPJT,YGF     ,438,30,536,0,0,2
acb963,1669351088,KJFK,1669353895,KJFK,N919PD  ,10624,19,11099,18,0,3
c81c4c,1669353778,NZFF,1669354767,NZWL,ZKTZR   ,314,158,26225,354,1,1
7504d8,1669350877,,1669354697,WMSA,RMY1022 ,,,5163,193,0,1
7609b0,1669354351,,1669355476,,ABQ401  ,,,,,0,0
780cce,1669350289,,1669351715,ZGSZ,CSN8580 ,,,7222,293,0,0
8013ea,1669351174,,1669354435,VOBL,VTI863  ,,,4655,91,0,2
846682,1669353736,RJCO,1669354973,,JAL2883 ,888,114,,,0,0
85e27c,1669349692,RJCC,1669355678,RJOO,ANA776  ,10281,912,3474,38,1,2
888185,1669351864,,1669352969,VVGL,HVN1572 ,,,26129,2019,0,1
7c812c,1669353038,YPMQ,1669354979,YSTW,CFH23   ,1719,232,394,17,0,1
7c7c53,1669349823,,1669351619,YPPH,VOZ1482 ,,,1328,10,0,2
a026a5,1669352694,EGSS,1669355661,EIDW,FDX5202 ,618,114,651,63,0,4
a14380,1669350558,KPHX,1669353988,KSNA,SWA5743 ,894,94,3294,51,1,2
c8276c,1669351051,NZCH,1669355507,NZNR,ANZ776M ,1340,137,890,97,1,1
e49276,1669351345,,1669354075,SBMT,SID9413 ,,,7277,573,0,2
0200af,1669353079,,1669354799,GMMN,RAM578  ,,,1126,85,0,1
0d0b67,1669351446,,1669352503,MMMX,AMX257  ,,,14110,574,0,1
344505,1669350967,EDDK,1669352904,EDDS,BCS4621 ,432,14,41,38,1,6
48c5e6,1669349267,EDDK,1669352835,LSZM,SRN1996 ,422,67,2166,41,1,4
4bb06a,1669350585,,1669352631,LTBA,THY1NT  ,,,10901,872,0,2
71c396,1669351204,,1669352116,,ABL8182 ,,,,,0,0
800cfb,1669350925,VOBL,1669352463,,IGO7911 ,1387,182,,,1,0
89408b,1669351361,,1669352489,,GFA182  ,,,,,0,0
89913a,1669351824,RCKU,1669352833,,UIA8901 ,12559,1414,,,0,0
7c6276,1669350750,,1669353193,YSSY,QLK263  ,,,947,39,0,2
7c6ae5,1669351272,YSCB,1669353761,YSSY,VOZ655  ,407,3,2222,31,0,2
7c80ad,1669349670,YMML,1669351633,,RXA3937 ,609,33,,,1,0
a89fa3,1669349605,KSJC,1669352620,KLAX,DAL8845 ,1189,79,2213,0,2,8
009131,1669351513,FACT,1669352666,,LNK671  ,2218,61,,,1,0
017073,1669351196,RPUX,1669353443,RPUX,RPC803  ,1886,161,806,184,0,0
017073,1669349389,RPUX,1669350206,RPUX,RPC803  ,2435,192,2508,77,0,0
1505f3,1669352170,,1669353883,UIII,RA67059 ,,,1379,76,0,0
3006b5,1669352548,LOWL,1669355634,EDDF,DLA22H  ,3759,463,986,27,1,4
3a2219,1669351555,NTAA,1669354370,NTAA,FOIQZ   ,3029,272,2315,150,0,1
4bb84f,1669351560,LTFJ,1669352927,,PGT1FP  ,3689,583,,,1,0
4ca6f8,1669352873,,1669355801,EKCH,SAS2749 ,,,4242,116,0,0
4cac16,1669354025,,1669355099,OMDB,KZR895  ,,,2231,41,0,2
899053,1669354231,,1669355684,RCSS,UIA8610 ,,,2539,85,0,1
899130,1669350362,RCSS,1669350984,,UIA8779 ,1348,230,,,0,0
7c705f,1669353576,,1669354738,YMEN,WHD     ,,,12762,108,0,3
7c7b54,1669349190,YPPF,1669349989,YLYK,YNA     ,772,43,9933,1051,2,1
a4df56,1669352523,,1669354872,KSJC,ASA856  ,,,363,117,0,3
ab89c7,1669352783,,1669355986,KSFO,N8421E  ,,,1092,95,0,5
aaa4be,1669350575,KLAS,1669352698,KONT,SWA268  ,1140,146,2429,43,2,6
702087,1669354381,,1669355440,VGZR,BBC128  ,,,794,1522,0,2
75020f,1669349799,VTBS,1669355638,,MAS785  ,2941,326,,,0,0
76e727,1669351550,YPEA,1669354722,YPEA,EGLE836 ,817,14,708,23,0,1
8014fa,1669349536,,1669351918,VIDP,IGO5015 ,,,1578,23,0,2
ac494e,1669350540,KO70,1669351544,KSAC,REH17   ,3331,50,6770,53,1,18
acd8ac,1669349693,LFPG,1669352153,LSZM,FDX6237 ,1785,109,1485,33,3,4
c80b0a,1669349297,,1669350770,NZWN,ZKKAT   ,,,3261,536,0,0
c82335,1669349520,NZCH,1669352149,,ANZ753M ,1448,145,,,1,0
c82379,1669352582,,1669354284,NZCH,ANZ754M ,,,435,114,0,3
e80258,1669350592,,1669351768,SPJC,LPE2359 ,,,9522,377,0,5
0d0ae8,1669349222,MMMX,1669350119,,SLI356  ,365,111,,,0,0
4ba8c6,1669349579,LTFJ,1669350891,,THY50P  ,6924,933,,,0,0
8013db,1669348893,,1669352093,VIDP,IGO5043 ,,,2960,31,0,1
800c4a,1669352384,,1669355544,VOBL,AIC639  ,,,4267,76,0,2
800c8e,1669349617,VIDP,1669353831,,VTI963  ,3411,14,,,1,0
800cc0,1669352100,,1669354870,VIDP,IAD712  ,,,2965,23,0,1
842350,1669352390,RJCC,1669355855,RJSS,APJ414  ,2424,493,2630,10,1,1
86d1f3,1669350461,,1669353959,RJTT,SNJ16   ,,,4146,65,0,2
888055,1669349636,,1669351123,,HVN1623 ,,,,,0,0
896470,1669349559,OMSJ,1669353770,,ABY1720 ,5353,469,,,0,0
899143,1669353413,RCKH,1669354276,RCWA,UIA8701 ,11602,805,13997,1473,0,1
7c6acd,1669349404,YMMB,1669353249,YMMB,VDR     ,1006,15,725,30,0,0
a0272a,1669352062,00AZ,1669353380,KGYR,N109LN  ,4226,697,4833,51,1,8
abba25,1669349780,IA93,1669350657,KOMA,N855CH  ,2995,341,8882,4,2,12
acb12d,1669348965,LFPG,1669354769,LHBP,FDX6268 ,1909,116,1187,59,3,7
71c095,1669348962,,1669351559,RKSS,TWB716  ,,,1969,2,0,4
71bf27,1669352867,RKSS,1669354868,,KAL1125 ,972,73,,,2,0
750203,1669348903,WBKK,1669355782,,MAS2621 ,1212,187,,,0,0
780ab3,1669349175,VHHH,1669352788,,HKE110  ,902,136,,,0,0
801408,1669351620,,1669353989,VIDP,VTI694  ,,,1617,23,0,2
8880e0,1669350191,VVGL,1669351499,,HVN211  ,12618,1333,,,0,0
7c29d4,1669349442,YBCG,1669353568,YSSY,VOZ524  ,4285,511,1206,1,0,2
7c1c49,1669351298,YPAD,1669352935,,FD538   ,889,9,,,0,0
7c6a8d,1669353068,,1669354691,YBBN,VOZ610  ,,,1040,18,0,2
a1e14a,1669351898,KORD,1669354376,KCVG,ABX397  ,1888,191,2432,29,2,13
ab6b40,1669354260,NH78,1669355034,KBOS,N835DH  ,5436,309,5287,32,2,4
c07982,1669349970,CYVR,1669353335,CYYC,CJT572  ,713,27,3011,13,0,5
4408de,1669349400,,1669353789,LOWW,AUA85A  ,,,606,22,0,2
7020a3,1669351215,,1669352968,,UBG143  ,,,,,0,0
75824e,1669350961,,1669353509,RPLL,GAP2774 ,,,2395,22,0,1
800cec,1669349255,VECC,1669350854,,IGO966  ,1165,2,,,0,0
86da5c,1669350631,,1669355768,RJTT,ANA376  ,,,5017,88,0,1
8990c4,1669350031,,1669351549,RCDC,DA7026  ,,,10989,532,0,2
7c07c9,1669348926,YBAF,1669351475,YBAF,BTN     ,154,11,275,11,0,2
7c4364,1669349978,YMPC,1669352199,YMPC,NLI     ,671,57,757,49,0,4
7c75ed,1669349910,YCNK,1669352422,YSBK,XKV     ,2983,690,353,8,0,2
7c7796,1669351604,YBBN,1669355287,YWLM,VOZ1104 ,1499,18,5620,310,0,1
7c8126,1669349902,YMMB,1669351718,YMMB,ZSO     ,862,76,1184,68,0,0
8a02ca,1669352801,,1669354138,,AWQ831  ,,,,,0,0
a617bf,1669352844,,1669354357,K00M,N492CG  ,,,12534,1127,0,1
a6ff8b,1669353428,,1669354553,VTBD,N550BG  ,,,24937,1452,0,0
440bc0,1669349421,EDDP,1669352004,LOWL,BCS4126 ,1306,4,3719,97,0,4
3df741,1669349101,EDLW,1669351437,EDLW,HUMMEL1 ,1009,7,1003,7,0,4
4cc542,1669350259,LIMC,1669353415,,BBD949  ,1093,43,,,2,0
7105bb,1669352264,,1669355483,,KNE261  ,,,,,0,0
71bf23,1669352269,,1669353442,,ABL8113 ,,,,,0,0
750485,1669353814,,1669355841,,AXM6321 ,,,,,0,0
76d24f,1669349226,,1669350171,,TGW275  ,,,,,0,0
780e09,1669349169,,1669350974,ZGSZ,CSN3674 ,,,3907,133,0,0
801404,1669352670,,1669354918,VIDP,IGO2608 ,,,1857,0,0,2
800bc8,1669349253,VIDP,1669353257,,SEJ8185 ,3879,52,,,1,0
885961,1669349266,VTCC,1669353055,,TVJ414  ,2458,255,,,0,0
896411,1669351080,OMSJ,1669353839,OBBI,ABY101  ,6713,469,25283,1758,0,0
8964ee,1669350308,OMDW,1669355865,OMDW,EFC39C  ,3882,102,2913,33,0,1
7c146f,1669349867,,1669353328,YSSY,QFA923  ,,,1257,1,0,2
7c49b0,1669352270,YBCG,1669354793,YBCG,OUA     ,2971,237,2897,115,0,2
7c530e,1669350487,YSSY,1669352698,YPMQ,QLK164D ,2311,8,1923,57,0,1
a3573a,1669351533,KSAC,1669352249,25CL,REH7    ,5734,37,10499,343,4,16
a9238a,1669350931,,1669352741,KLAX,UAL1205 ,,,2704,68,0,7
342201,1669350142,LEMD,1669354799,,SWT561A ,4901,7,,,1,0
71c072,1669352057,,1669354797,RKSS,ASV904  ,,,4337,119,0,5
85cd04,1669352826,RJOO,1669355728,RJAA,ANA2178 ,698,53,22494,2182,0,0
a6b439,1669350632,,1669351431,KABQ,CSI531  ,,,431,100,0,1
a8a4be,1669351099,KX58,1669352096,KSUA,N656TS  ,9305,844,801,65,1,6
5110e7,1669351174,EFTU,1669353569,ESSA,SAS4231 ,9691,1596,856,79,0,0
7100b5,1669349689,OTBD,1669351697,,SVA9559 ,124,73,,,1,0
7585d6,1669354282,RPUL,1669355692,RPUL,WC328   ,2339,428,1803,451,0,0
8014b4,1669351892,VOBL,1669354025,VOCI,IGO6583 ,2746,182,19241,1088,0,1
7c0034,1669349089,YSBK,1669350762,YWVA,ABQ     ,730,39,3501,419,1,2
7c0a2b,1669349746,YPJT,1669353569,YPJT,CAL     ,539,91,1392,53,0,2
7c2fe2,1669350585,YLED,1669352480,,JQS     ,2058,102,,,0,0
7c4511,1669351371,,1669352627,YSSY,NXF     ,,,12160,36,0,1
7c6de8,1669352838,,1669355514,YSSY,QFA180  ,,,1201,1,0,2
a144bb,1669349551,,1669351434,KLAX,DAL495  ,,,1601,30,0,8
a55d8e,1669351321,KIGX,1669352333,4NC7,N445DU  ,14245,57,4605,406,1,9
a717b6,1669351832,KSAN,1669355576,KOAK,SWA1008 ,8301,1015,1647,124,3,5
aaa595,1669351491,KSJC,1669354308,KBUR,SWA530  ,1053,87,2435,23,2,4
702092,1669351347,VGZR,1669353971,,BBC371  ,4721,402,,,2,0
80141f,1669349551,,1669351666,,IGO6543 ,,,,,0,0
800d48,1669351455,VECC,1669353568,,SEJ7791 ,670,4,,,0,0
8964a2,1669349108,OMDB,1669353940,OKBK,UAE855  ,991,34,3474,66,0,1
aa6876,1669350792,KLAS,1669353516,KDVT,N77UF   ,1780,138,966,99,2,7
c8229e,1669353990,,1669355579,NZCH,SDA714  ,,,1127,145,0,3
020142,1669352986,,1669354368,GMMN,RAM400  ,,,1169,85,0,1
155bf6,1669350555,,1669352044,UIII,IAE411  ,,,553,83,0,0
0d0c93,1669349296,KLAS,1669352493,,VIV603  ,1122,131,,,2,0
4bb841,1669350695,,1669353688,LTFJ,PGT1J   ,,,3634,148,0,2
4caca1,1669349843,LFPG,1669353597,LSGG,ABR5GV  ,1307,124,1778,49,3,3
71ce49,1669349244,RKTN,1669351697,RKTN,        ,4747,269,4733,193,0,0
76e72b,1669349327,YPEA,1669353363,YPEA,STRM11  ,930,7,750,23,0,1
800db7,1669352949,,1669355172,VOMM,IGO7281 ,,,2175,22,0,1
8529fc,1669355255,RJBT,1669355951,RJBT,JA3804  ,5457,1780,1554,1909,0,0
8529fc,1669352971,,1669353779,RJBT,JA3804  ,,,831,1780,0,0
8529fc,1669350780,RJBT,1669351420,RJBT,JA3804  ,10993,1947,1283,1612,0,0
88809b,1669348920,,1669350024,VVGL,HVN1542 ,,,26398,1798,0,1
8940bf,1669352082,,1669354734,,DHX424  ,,,,,0,0
7c79d7,1669352466,,1669354298,YPJT,YCP     ,,,1457,30,0,2
a6c7cf,1669350990,PN16,1669351647,K29D,N536ME  ,6263,327,2174,199,6,12
c05488,1669353773,CYYJ,1669354588,CYVR,JZA170  ,822,72,1119,65,0,3
c05488,1669350542,CYVR,1669351436,CYYJ,JZA167  ,1210,42,1484,34,0,7
02007a,1669353068,,1669355297,GMMN,RAM544  ,,,1163,85,0,1
507c38,1669352370,RKSI,1669353323,,UZB3198 ,5069,549,,,0,0
4aca45,1669353767,EKYT,1669355411,EKCH,NSZ3079 ,2457,271,4234,12,0,1
7020a6,1669350345,,1669352518,VGZR,BBC434  ,,,709,1735,0,2
75004b,1669353611,WMSA,1669354345,,FFM1148 ,2030,262,,,0,0
75004b,1669349381,,1669350430,WMSA,FFM3127 ,,,4588,147,0,1
7583e8,1669352564,RPLL,1669354359,,CEB991  ,730,30,,,1,0
75864d,1669353217,,1669355802,RPLL,RYL708  ,,,2595,30,0,1
80140a,1669349351,VIDP,1669351633,,IGO137  ,541,46,,,1,0
8013a3,1669348866,VECC,1669351903,,VTI747  ,1402,12,,,0,0
8678e2,1669351127,RJCC,1669355537,RJTT,ANA64   ,4144,546,3592,19,1,2
880848,1669352704,VTBD,1669353739,,AIQ510  ,5220,553,,,0,0
7c1694,1669351513,YWLM,1669353510,YWOL,EQU     ,3733,310,16201,668,0,1
7c7799,1669348832,,1669350438,YPPH,UTY3403 ,,,613,12,0,1
7c6db4,1669353362,,1669355714,YSSY,QFA791  ,,,2240,16,0,2
7cc43b,1669352206,YPMQ,1669354830,YPMQ,231131  ,1670,186,2211,110,0,1
c08412,1669351078,EGNX,1669355873,EDDP,CJT340  ,445,127,1193,19,0,6
151fb3,1669351261,,1669352331,,AUL149  ,,,,,0,0
0a0092,1669349760,,1669350804,,DAH6231 ,,,,,0,0
0d0e56,1669350037,,1669351847,,VOI5159 ,,,,,0,0
504e64,1669349440,UUWW,1669352751,,FIE326  ,3208,278,,,0,0
70620e,1669354200,,1669355489,OKBK,JZR508  ,,,2543,13,0,1
71c245,1669350073,RKSI,1669353250,RJFF,JNA225  ,4882,648,2324,20,0,0
71c322,1669349350,RKSS,1669351268,,JJA117  ,841,96,,,2,0
80057d,1669351429,VIDP,1669354513,,AIC481  ,3462,0,,,1,0
800b11,1669350699,,1669352684,VOMM,IGO6918 ,,,2495,45,0,1
800ccb,1669349043,,1669351395,VIDP,IGO6098 ,,,1385,38,0,2
84611d,1669351028,RJBD,1669352681,RJOY,JA121B  ,1884,198,2111,41,0,1
7c2088,1669349410,,1669350272,YCFN,GPM     ,,,20291,1821,0,3
7c4bf6,1669351066,YSSY,1669354754,YBBN,RXA352  ,1211,24,1485,3,0,2
a3910c,1669352085,KESN,1669353389,KBWI,N329PH  ,3915,37,13019,44,1,7
a3fc5c,1669351264,KGYR,1669352246,KA39,N356P   ,4810,66,10900,274,4,13
aa7f5c,1669349493,KBKF,1669350204,KEIK,ALIFE3  ,6985,140,4814,131,1,16
aaf0f9,1669351352,KMTN,1669353535,KBWI,N804CP  ,613,36,13604,105,1,6
3c666c,1669353414,EDDF,1669355869,EDDM,DLH6MJ  ,1404,19,2876,41,1,3
801435,1669351170,VIDP,1669355395,,IAD767  ,3603,45,,,1,0
800bf9,1669352870,VIDP,1669355247,,AIC406  ,3401,45,,,1,0
861ae4,1669350037,RJOA,1669353009,RJTT,JAL258  ,3710,598,3781,57,0,2
8674ac,1669350473,RJFF,1669354487,RJTT,JAL314  ,754,96,5644,156,0,1
885310,1669349940,VTBS,1669350935,,THD203  ,2887,402,,,0,0
7c5b59,1669351123,YSSY,1669354049,YKEL,QLK30   ,1842,8,11115,1338,0,2
7c6f67,1669349769,YPJT,1669352848,YPJT,POL61   ,864,91,897,30,0,2
a08b14,1669349561,KLOU,1669350474,3KY4,N134LN  ,7085,16,10001,347,2,10
a1fbb2,1669350937,,1669353558,KOAK,HAL68   ,,,1573,94,0,5
a3a8b5,1669354157,KLEB,1669355934,KASH,N335DH  ,6317,44,6770,289,0,8
008ff4,1669350023,FAOR,1669351577,,GBB201  ,3755,111,,,2,0
4405a8,1669349133,LFPG,1669352977,LFML,TAY4603 ,1891,139,4378,228,3,4
495150,1669352250,,1669355691,LPPT,TAP1482 ,,,2165,68,0,4
502ce5,1669353663,EVRA,1669355896,EFHK,BTI30W  ,152,141,2753,107,1,2
71bf53,1669350832,,1669351760,,ABL8300 ,,,,,0,0
758479,1669351834,RPLL,1669353595,,SRQ6047 ,752,30,,,1,0
8013ac,1669352451,VOBL,1669355067,,IGO488  ,2733,160,,,0,0
8940ba,1669349229,OERK,1669351778,OBBI,DHX113  ,6497,1051,24980,1948,0,0
896485,1669354145,OMSJ,1669355717,,ABY720  ,584,41,,,0,0
8964da,1669352386,OMSJ,1669353205,,ABY244  ,584,33,,,0,0
8965fb,1669349126,OMAA,1669349788,,ADY263  ,12719,1634,,,0,0
7c62a5,1669351141,YSBK,1669354465,YSBK,TRR     ,920,8,949,8,1,2
8a079e,1669352802,WARJ,1669353725,,CTV1106 ,7413,617,,,0,0
a4c83d,1669351500,KLAS,1669352519,K1L3,N407SL  ,6168,184,19182,278,2,0
c82248,1669351449,NZNE,1669353321,NZNE,ZKSRZ   ,1502,355,3060,316,1,3
00aed9,1669350535,FASH,1669353470,FASH,ZUIWA   ,860,115,3637,184,0,3
394a17,1669351447,,1669355783,LFPO,AFR789  ,,,1704,12,0,8
48c129,1669352044,LOWW,1669355158,LIPZ,RYR9MX  ,1521,22,1693,40,0,4
71bf72,1669351821,RKSS,1669353740,,AAR8991 ,762,50,,,2,0
758531,1669350531,RPLL,1669352219,,CEB853  ,443,22,,,1,0
851492,1669351743,,1669354826,RJTT,JAL480  ,,,4407,80,0,1
888045,1669353728,,1669355204,,PIC6075 ,,,,,0,0
7c5d75,1669349977,YSBK,1669355754,YMEN,SQV     ,225,1,1300,32,1,2
7c6ddc,1669353262,,1669355567,YMML,QFA797  ,,,1853,56,0,4
7c810d,1669353952,,1669355926,YPPH,RXA2417 ,,,423,12,0,1
a716c2,1669350343,KSQL,1669354257,CL36,N556LU  ,24,100,10669,263,1,2
a9edc6,1669350006,,1669351601,KSUA,N739PG  ,,,705,4,0,6
3c6583,1669349115,LROP,1669355384,EDDM,DLH2FL  ,3389,254,1741,26,1,3
7020a4,1669353129,VGTJ,1669354448,VGJR,BBC461  ,4522,625,2907,108,2,0
7585a0,1669352849,RPLL,1669354717,,SRQ6248 ,449,60,,,1,0
8013e5,1669352574,VOBL,1669354758,,IGO35T  ,2548,175,,,0,0
880846,1669350139,VTBD,1669351205,,AIQ3184 ,4964,599,,,0,0
88815f,1669354003,VVCI,1669355429,,VJC277  ,204,13,,,1,0
8880b4,1669349119,,1669350654,VVNB,HVN1200 ,,,21199,1138,0,0
7c5e4b,1669353767,YJCW,1669354518,YBAF,SWT     ,11453,373,1994,18,1,3
7c5e4b,1669349583,YBAF,1669351625,YJCW,SWT     ,1927,34,11323,129,0,4
7c7599,1669350049,,1669351047,YBBN,RSCU588 ,,,11201,49,0,2
7c7797,1669353984,YPPH,1669355358,,UTY796  ,1065,17,,,0,0
7c6b3e,1669351540,,1669353410,YWBN,VGW     ,,,1160,45,0,4
c80f6b,1669353139,,1669355125,NZAR,ZKKAS   ,,,4454,270,0,4
c81bb3,1669352161,NZMZ,1669353563,NZAA,ANZ132L ,7345,1213,1717,92,1,2
155c38,1669353649,USSS,1669354974,,RWZ1049 ,3505,628,,,1,0
0d0e8f,1669353420,,1669354789,MMMX,VOI539  ,,,862,111,0,1
4a91f8,1669353306,ENZV,1669355897,ENGM,SAS4002 ,451,128,3246,28,0,1
4ba94e,1669352952,LTFM,1669354824,,THY1RS  ,8077,739,,,0,0
4baa09,1669353669,LTFM,1669355532,,THY7NP  ,7973,670,,,0,0
4cac06,1669351051,,1669353927,VIDP,KZR907  ,,,3014,0,0,1
7814b5,1669354415,,1669355301,ZGSZ,CSN6311 ,,,3593,117,0,0
800d8c,1669350121,,1669351812,,IGO392  ,,,,,0,0
842250,1669349825,,1669352948,,JJP423  ,,,,,0,0
8681aa,1669350632,,1669352549,RJBE,SKY592  ,,,1245,37,0,2
888197,1669351389,VVGL,1669352888,,HVN1651 ,12405,1714,,,0,0
7c6b32,1669349285,YBNA,1669352582,YBNA,VGK     ,867,2,841,2,0,2
7c7a67,1669349975,YPJT,1669355213,YPJT,YGP     ,815,106,632,0,0,2
a65d45,1669349273,,1669352436,,VOI306  ,,,,,0,0
a7f445,1669348971,KONT,1669350502,,UPS2962 ,521,59,,,2,0
c0360e,1669350157,CYXX,1669353714,CYYC,WJA478  ,2279,192,3267,2,0,5
0d0b10,1669350264,,1669350981,MMMX,VOI339  ,,,17159,772,0,1
45ce57,1669352822,LFLL,1669355499,LFBO,SRR6374 ,6418,1235,1205,45,2,4
4bb867,1669353517,LTFJ,1669354941,,PGT3PD  ,3382,552,,,1,0
750216,1669354481,,1669355121,,MAS755  ,,,,,0,0
7813df,1669350949,,1669352064,,OKA2931 ,,,,,0,0
841538,1669352145,RJTT,1669354794,RJOO,JAL119  ,4748,278,2735,0,0,2
86835a,1669349134,,1669351902,RJTT,ANA462  ,,,4437,88,0,1
88819e,1669353096,,1669354526,VVCI,BAV1544 ,,,1840,13,0,1
8880f3,1669353190,VVGL,1669354529,,VJC785  ,12872,1539,,,1,0
7c19d5,1669352663,YBBN,1669354739,,FD458   ,1056,3,,,0,0
7c39f9,1669353930,YBBN,1669355429,,QLK464D ,1911,56,,,0,0
7c6d7b,1669351736,YSSY,1669354457,,JST956  ,843,69,,,0,0
7c7aa0,1669348820,YWLM,1669354071,YMML,VOZ1594 ,3523,348,1612,63,0,4
7cc529,1669349559,YBMC,1669350239,YCDR,237788  ,7482,300,2790,316,0,1
c8196a,1669349811,,1669351927,YBBN,TFR92   ,,,1834,11,0,2
c8277e,1669352580,NZWP,1669354365,NZWR,HLM4    ,14464,220,5972,409,0,0
e8041b,1669349024,,1669350838,SPJC,LPE2315 ,,,9021,346,0,5
0d0b35,1669349167,,1669351217,MMMX,VOI829  ,,,17626,757,0,1
47809f,1669354053,ENHD,1669355604,ENBR,WIF14J  ,4860,850,1650,115,0,1
4ba8cf,1669352559,,1669355152,LTFJ,THY1ZM  ,,,3685,148,0,2
70612f,1669354967,OKBK,1669355896,,JZR245  ,3388,295,,,0,0
70620c,1669351862,,1669353178,OKBK,JZR208  ,,,2956,43,0,1
71c089,1669349043,RJFF,1669353058,RKSI,JJA1401 ,1611,127,7970,297,0,1
71c364,1669349975,,1669352638,RKSS,AAR8940 ,,,2200,20,0,4
800b53,1669349107,,1669350997,,LLR505  ,,,,,0,0
851958,1669349804,RJTT,1669351823,RJNF,JAL187  ,1509,18,19774,2409,0,1
8681b3,1669351402,,1669354277,RJGG,SKY636  ,,,4359,94,0,0
7c4462,1669350546,YSBK,1669353109,,NSK     ,799,21,,,1,0
7c5b4c,1669350474,YSSY,1669351960,YBTH,QLK11   ,1301,46,23747,1993,0,0
8a08b9,1669353141,,1669354301,,SJV858  ,,,,,0,0
c05186,1669349583,,1669351375,CYVR,WEN3298 ,,,1417,72,0,3
c8221c,1669353136,NZAA,1669354914,,GBA619  ,1270,107,,,0,0
c8221c,1669349988,,1669350867,NZAA,GBA110  ,,,1909,114,0,2
e07542,1669349918,,1669351259,SAEZ,ARG1899 ,,,4878,139,0,4
e082ce,1669349947,SAEZ,1669351505,,FBZ5276 ,1092,10,,,2,0
4bc859,1669350382,LTFJ,1669354430,LCEN,PGT7300 ,2661,484,900,36,1,0
4ca515,1669349626,EDDP,1669353497,LIPZ,BCS7992 ,1396,3,658,55,0,4
70620b,1669354209,OKBK,1669355296,,JZR241  ,2818,142,,,0,0
800c73,1669351595,VOCI,1669354346,VOMM,IGO539  ,11597,1179,2047,22,0,1
8681b2,1669350289,RJBE,1669352546,,SKY595  ,265,52,,,0,0
7c6287,1669353741,YSSY,1669355998,,QLK123  ,182,69,,,0,0
7c7651,1669349105,,1669350754,YPPH,JST117  ,,,737,12,0,2
a73404,1669352683,,1669353899,KMIA,BWA8039 ,,,4854,134,0,7
abfcda,1669348965,KOAK,1669352661,KSNA,SWA4568 ,1864,86,2639,13,1,2
151fce,1669351483,UHWW,1669352657,,SHU5644 ,954,100,,,0,0
478099,1669352781,ENBO,1669353499,,WIF2M   ,1039,124,,,0,0
48ad0d,1669350159,EVRA,1669353718,EPWA,LOT7MZ  ,1215,95,1635,3,1,1
71bf41,1669354861,,1669355571,,AAR307  ,,,,,0,0
732441,1669351864,OTHH,1669353616,,IRA5373 ,1049,11,,,1,0
801389,1669351323,,1669354219,,IGO7273 ,,,,,0,0
800b2c,1669348891,VECC,1669351177,,IGO893  ,860,4,,,0,0
800be6,1669349555,VAID,1669353253,VIDP,AIC635  ,387,45,2961,38,0,1
800da0,1669348857,VIDP,1669351285,,VTI643  ,3695,67,,,1,0
888179,1669349854,,1669351079,VVGL,BAV1422 ,,,26009,1866,0,1
7c3d20,1669350618,YOLA,1669353015,YAVM,MCY     ,1764,689,2664,2263,0,2
7c7a49,1669352212,,1669354422,YMML,VOZ1325 ,,,1452,71,0,4
adab38,1669349986,,1669351211,MGGT,TAI578  ,,,7985,227,0,0
c06123,1669351667,,1669353238,CYVR,JZA278  ,,,1198,65,0,3
008ffa,1669351626,FACT,1669352954,,GBB372  ,316,53,,,1,0
4ca847,1669352498,ESGG,1669355049,ESSA,RYR6137 ,1269,264,785,79,0,0
70c0ad,1669352529,OTHH,1669354549,,OMA670  ,1077,65,,,1,0
75823d,1669349588,,1669351739,RPLL,GAP2924 ,,,2501,15,0,1
7585d2,1669350219,RPLS,1669352633,RPLL,RPC4686 ,6774,149,2340,60,1,1
780569,1669350446,ZGSZ,1669351288,,CSZ9105 ,4180,575,,,0,0
8014b0,1669349560,,1669352887,,IGO5278 ,,,,,0,0
800c86,1669353582,VIDP,1669355926,,AIC821  ,3429,14,,,1,0
800cdb,1669349730,,1669354190,VILK,IGO2442 ,,,4245,134,0,1
88814d,1669353212,,1669354851,VVGL,PIC6004 ,,,28383,2400,0,0
7c2494,1669350722,YBDG,1669353582,YMEL,HIE     ,1227,112,12400,242,0,4
7c5321,1669352857,YSSY,1669355873,,QFA926  ,828,100,,,0,0
7c7268,1669349731,YOLA,1669354154,YMPC,WVU     ,1051,636,1036,27,0,4
7c6d2a,1669349343,YSSY,1669352606,YBCG,VOZ525  ,1215,31,4229,191,0,2
a61ce7,1669349016,,1669349936,,TAI574  ,,,,,0,0
aa7e7b,1669349423,,1669351677,KSFO,UAL643  ,,,250,110,0,5
abdd91,1669349751,KAUS,1669355639,KDEN,SWA257  ,1371,40,3490,177,3,17
c00b71,1669351500,CYYZ,1669352127,CYYZ,JZA701  ,1791,1,1505,1,1,4
c0669e,1669350212,,1669352331,CYYC,WJA4029 ,,,3407,5,0,5
c82347,1669348950,,1669350458,NZAA,ANZ9    ,,,1323,69,0,2
